TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T266467_2.00	F266_2.00	TS12_2.00	M01083_2.00	MS56_2.00	AT3G49850	TRB3	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7260	PBM	Stam_Arabidopsis	PBM	Sullivan	2014	25220462	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266467_2.00	F266_2.00	TS12_2.00	M02314_2.00	MS64_2.00	AT3G49850	TRB3	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7094	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266467_2.00	F266_2.00	TS12_2.00	M02348_2.00	MS64_2.00	AT3G49850	TRB3	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH9649	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266467_2.00	F266_2.00	TS12_2.00	M07157_2.00	MS46_2.00	AT3G49850	TRB3	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	TBP3_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266467_2.00	F266_2.00	TS12_2.00	M07158_2.00	MS46_2.00	AT3G49850	TRB3	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	TBP3_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266468_2.00	F266_2.00	TS12_2.00	M02299_2.00	MS64_2.00	AT3G50060	F3A4.140	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7112	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266468_2.00	F266_2.00	TS12_2.00	M02701_2.00	MS31_2.00	AT3G50060	F3A4.140	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MA0575.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266468_2.00	F266_2.00	TS12_2.00	M07095_2.00	MS46_2.00	AT3G50060	F3A4.140	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB77_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266468_2.00	F266_2.00	TS12_2.00	M07096_2.00	MS46_2.00	AT3G50060	F3A4.140	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB77_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266468_2.00	F266_2.00	TS12_2.00	M11044_2.00	MS59_2.00	AT3G50060	F3A4.140	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	P$ATMYB77_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266469_2.00	F266_2.00	TS12_2.00	M07097_2.00	MS46_2.00	AT3G53200	MYB27	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB27_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266469_2.00	F266_2.00	TS12_2.00	M07098_2.00	MS46_2.00	AT3G53200	MYB27	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB27_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266470_2.00	F266_2.00	TS12_2.00	.	.	AT3G53440	AT3G53440	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266471_2.00	F266_2.00	TS12_2.00	M01266_2.00	MS57_2.00	AT3G53790	TRFL4	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH9963	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266471_2.00	F266_2.00	TS12_2.00	M01282_2.00	MS57_2.00	AT3G53790	TRFL4	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH11299	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266471_2.00	F266_2.00	TS12_2.00	M07092_2.00	MS46_2.00	AT3G53790	TRFL4	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	TRP2_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266471_2.00	F266_2.00	TS12_2.00	M07093_2.00	MS46_2.00	AT3G53790	TRFL4	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	TRP2_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266471_2.00	F266_2.00	TS12_2.00	M07148_2.00	MS46_2.00	AT3G53790	TRFL4	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	TRP1_col	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M01071_2.00	MS56_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH8588	PBM	Stam_Arabidopsis	PBM	Sullivan	2014	25220462	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M01082_2.00	MS56_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7078	PBM	Stam_Arabidopsis	PBM	Sullivan	2014	25220462	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M01277_2.00	MS57_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH11469	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M02299_2.00	MS64_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7112	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M02357_2.00	MS64_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH9653	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M02701_2.00	MS31_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MA0575.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M07048_2.00	MS46_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB70_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M07068_2.00	MS46_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M07095_2.00	MS46_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB77_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M07096_2.00	MS46_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB77_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M07114_2.00	MS46_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB73_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M07155_2.00	MS46_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB44_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M07156_2.00	MS46_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB44_col	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266472_2.00	F266_2.00	TS12_2.00	M11044_2.00	MS59_2.00	AT3G55730	MYB109	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	P$ATMYB77_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266473_2.00	F266_2.00	TS12_2.00	.	.	AT3G57980	AT3G57980	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266474_2.00	F266_2.00	TS12_2.00	.	.	AT3G60110	AT3G60110	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266475_2.00	F266_2.00	TS12_2.00	.	.	AT3G60460	DUO1	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266476_2.00	F266_2.00	TS12_2.00	M07099_2.00	MS46_2.00	AT3G61250	AtMYB17	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB17_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266477_2.00	F266_2.00	TS12_2.00	M00882_2.00	MS21_2.00	AT3G62610	MYB11	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB111	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266477_2.00	F266_2.00	TS12_2.00	M02349_2.00	MS64_2.00	AT3G62610	MYB11	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH9581	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266478_2.00	F266_2.00	TS12_2.00	.	.	AT3G62670	ARR20	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266479_2.00	F266_2.00	TS12_2.00	.	.	AT4G00540	MYB3R2	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266480_2.00	F266_2.00	TS12_2.00	.	.	AT4G01060	ETC3	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266481_2.00	F266_2.00	TS12_2.00	M01079_2.00	MS56_2.00	AT4G01280	RVE5	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7138	PBM	Stam_Arabidopsis	PBM	Sullivan	2014	25220462	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266481_2.00	F266_2.00	TS12_2.00	M07100_2.00	MS46_2.00	AT4G01280	RVE5	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	At4g01280_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266481_2.00	F266_2.00	TS12_2.00	M07101_2.00	MS46_2.00	AT4G01280	RVE5	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	At4g01280_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266482_2.00	F266_2.00	TS12_2.00	M00876_2.00	MS21_2.00	AT4G01680	MYB55	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB55	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266482_2.00	F266_2.00	TS12_2.00	M07102_2.00	MS46_2.00	AT4G01680	MYB55	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB55_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266482_2.00	F266_2.00	TS12_2.00	M07103_2.00	MS46_2.00	AT4G01680	MYB55	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB55_col	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266483_2.00	F266_2.00	TS12_2.00	M01268_2.00	MS57_2.00	AT4G04555	AT4G04555	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH11557	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266484_2.00	F266_2.00	TS12_2.00	.	.	AT4G04580	AT4G04580	Arabidopsis_thaliana	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266485_2.00	F266_2.00	TS12_2.00	M01268_2.00	MS57_2.00	AT4G04605	AT4G04605	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH11557	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266485_2.00	F266_2.00	TS12_2.00	M02310_2.00	MS64_2.00	AT4G04605	AT4G04605	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7122	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266485_2.00	F266_2.00	TS12_2.00	M02329_2.00	MS64_2.00	AT4G04605	AT4G04605	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7755	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266485_2.00	F266_2.00	TS12_2.00	M07132_2.00	MS46_2.00	AT4G04605	AT4G04605	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	At5g29000_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266486_2.00	F266_2.00	TS12_2.00	M07104_2.00	MS46_2.00	AT4G05100	AtMYB74	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB74_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266486_2.00	F266_2.00	TS12_2.00	M07105_2.00	MS46_2.00	AT4G05100	AtMYB74	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB74_col	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266487_2.00	F266_2.00	TS12_2.00	M01080_2.00	MS56_2.00	AT4G09450	AT4G09450	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7072	PBM	Stam_Arabidopsis	PBM	Sullivan	2014	25220462	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266488_2.00	F266_2.00	TS12_2.00	M00882_2.00	MS21_2.00	AT4G09460	MYB6	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB111	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266488_2.00	F266_2.00	TS12_2.00	M02288_2.00	MS64_2.00	AT4G09460	MYB6	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7125	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266488_2.00	F266_2.00	TS12_2.00	M02303_2.00	MS64_2.00	AT4G09460	MYB6	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH7075	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266488_2.00	F266_2.00	TS12_2.00	M07010_2.00	MS46_2.00	AT4G09460	MYB6	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB51_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266488_2.00	F266_2.00	TS12_2.00	M07115_2.00	MS46_2.00	AT4G09460	MYB6	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB4_col200_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M01281_2.00	MS57_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH11255	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M07002_2.00	MS46_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB61_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M07003_2.00	MS46_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB61_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M07061_2.00	MS46_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB107_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M07062_2.00	MS46_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB107_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M07127_2.00	MS46_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB43_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M07151_2.00	MS46_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB99_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M07152_2.00	MS46_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB99_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266489_2.00	F266_2.00	TS12_2.00	M11040_2.00	MS59_2.00	AT4G12350	MYB42	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	P$AT3G01140_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M00883_2.00	MS21_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB59	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M02311_2.00	MS64_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH8662	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M07014_2.00	MS46_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB116_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M07015_2.00	MS46_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB116_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M07027_2.00	MS46_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB62_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M07028_2.00	MS46_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB62_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M07065_2.00	MS46_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	BOS1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266490_2.00	F266_2.00	TS12_2.00	M07091_2.00	MS46_2.00	AT4G13480	AtMYB79	Arabidopsis_thaliana	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MYB121_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T266491_2.00	F266_2.00	TS12_2.00	M01270_2.00	MS57_2.00	AT4G13640	UNE16	Arabidopsis_thaliana	D	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH9967	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
